Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
1,1,Subject_04,Fall,T15,0.000000,0.000000,0.554127,0.107241,-0.071636,0.543262,0.404508,0.217047,0.437268,0.187086,0.186700,0.032925,-0.110373,0.065044,0.558441,0.044664,0.465963,0.450474,-0.010186,0.320467,0.016845,0.019882,0.078037,0.752486,0.098429,0.142968,0.978352,0.124884,0.199299,1.072487,0.107212,0.145010,1.165376,-0.040187,0.201123,0.933983,-0.103204,0.245102,0.664782,0.096980,0.279841,0.552045,0.209221,0.062329,0.911697,0.254740,0.000340,0.641818,0.256625,0.224833,0.561663
2,1,Subject_04,Fall,T15,0.000000,0.000000,0.554127,0.107429,-0.071279,0.542878,0.403852,0.217669,0.435153,0.184908,0.181223,0.033218,-0.110739,0.064524,0.558806,0.045889,0.465513,0.449185,-0.009694,0.317578,0.016820,0.022359,0.080826,0.750031,0.099821,0.146672,0.975825,0.126642,0.202716,1.069984,0.108350,0.146940,1.162628,-0.039525,0.203213,0.932203,-0.102989,0.246010,0.663919,0.096827,0.279568,0.551699,0.210946,0.065823,0.909033,0.255764,0.001287,0.640479,0.256687,0.226593,0.561221
3,1,Subject_04,Fall,T15,0.000000,0.000000,0.554127,0.107344,-0.071424,0.542904,0.403458,0.217757,0.433758,0.183767,0.180936,0.031515,-0.110844,0.064633,0.558813,0.045209,0.465008,0.446497,-0.011057,0.317421,0.014683,0.023662,0.081576,0.749603,0.100209,0.148154,0.975292,0.127082,0.204717,1.069778,0.108259,0.147988,1.162387,-0.039692,0.204031,0.931760,-0.104224,0.247566,0.664132,0.096223,0.278915,0.551571,0.211529,0.067275,0.908588,0.256323,0.001420,0.640346,0.255755,0.225576,0.561257
4,1,Subject_04,Fall,T15,0.000000,0.000000,0.554127,0.107135,-0.071567,0.542674,0.401980,0.217444,0.432261,0.182863,0.181982,0.030295,-0.110734,0.064626,0.558878,0.044158,0.464791,0.444750,-0.012250,0.316844,0.013563,0.023396,0.082779,0.748762,0.100686,0.150264,0.974189,0.127186,0.207003,1.068284,0.107280,0.149528,1.160757,-0.039637,0.204805,0.931573,-0.104369,0.249243,0.663665,0.095544,0.277544,0.552653,0.211362,0.068858,0.907426,0.255594,0.004537,0.638856,0.254148,0.227136,0.561650
5,1,Subject_04,Fall,T15,0.000000,0.000000,0.554127,0.107224,-0.071462,0.542670,0.401589,0.219076,0.431644,0.182180,0.180281,0.029916,-0.110965,0.064156,0.559098,0.044467,0.464593,0.443504,-0.011695,0.315279,0.012195,0.025464,0.085270,0.746816,0.102042,0.153402,0.972015,0.129101,0.210473,1.065680,0.108444,0.151921,1.158426,-0.038559,0.207212,0.930031,-0.102881,0.251298,0.662179,0.096289,0.279761,0.551193,0.213359,0.072587,0.905014,0.256847,0.009546,0.636956,0.254145,0.231763,0.559833
6,1,Subject_04,Fall,T15,0.000000,0.000000,0.554127,0.107278,-0.071002,0.542272,0.399839,0.220711,0.429579,0.181294,0.179307,0.028149,-0.111026,0.064257,0.559517,0.045029,0.463679,0.440733,-0.011211,0.316912,0.009160,0.028060,0.087127,0.744581,0.103541,0.156435,0.969359,0.130291,0.213728,1.063504,0.109311,0.153905,1.156332,-0.037222,0.208971,0.927546,-0.102403,0.252963,0.660077,0.096241,0.281451,0.547516,0.214740,0.075640,0.902346,0.257516,0.011771,0.634199,0.254900,0.233893,0.555700
7,1,Subject_04,Fall,T15,0.000000,0.000000,0.554127,0.107313,-0.070788,0.542029,0.399225,0.221935,0.428607,0.180930,0.181070,0.026173,-0.111234,0.064097,0.559471,0.043206,0.462776,0.439388,-0.012510,0.316656,0.008042,0.029168,0.087667,0.744017,0.104728,0.157366,0.968657,0.130703,0.215072,1.062511,0.109882,0.156021,1.155746,-0.035622,0.209029,0.925823,-0.102505,0.253712,0.659793,0.096290,0.281602,0.546614,0.215575,0.076342,0.901449,0.258167,0.013125,0.633612,0.254545,0.234653,0.554138
8,1,Subject_04,Fall,T15,0.000000,0.000000,0.554127,0.107708,-0.070137,0.541460,0.398826,0.222935,0.430152,0.180601,0.181539,0.028224,-0.111378,0.063672,0.560120,0.042841,0.462920,0.440763,-0.011228,0.317644,0.008906,0.028952,0.085196,0.745527,0.101711,0.155870,0.969754,0.127029,0.213007,1.064140,0.107092,0.153982,1.157325,-0.038244,0.208137,0.926354,-0.104286,0.252634,0.660311,0.095456,0.280668,0.547384,0.214123,0.075540,0.902894,0.257055,0.011148,0.634798,0.252306,0.233140,0.555571
9,1,Subject_04,Fall,T15,0.000000,0.000000,0.554127,0.107471,-0.070144,0.541188,0.399035,0.222754,0.431102,0.180432,0.179558,0.029907,-0.111560,0.063692,0.560298,0.042822,0.461784,0.438275,-0.010183,0.317305,0.007826,0.031937,0.085910,0.743270,0.102738,0.157386,0.968424,0.126683,0.212915,1.063637,0.106702,0.152885,1.156124,-0.036870,0.207902,0.925533,-0.103436,0.252427,0.658903,0.095339,0.279273,0.547921,0.214285,0.075461,0.901889,0.256753,0.009466,0.634514,0.252058,0.230978,0.555454
10,1,Subject_04,Fall,T15,0.000000,0.000000,0.554127,0.107455,-0.070112,0.541265,0.399151,0.222518,0.431020,0.180147,0.177896,0.029886,-0.111269,0.064073,0.560989,0.041952,0.461699,0.436844,-0.009794,0.316450,0.007817,0.033493,0.085801,0.743053,0.102080,0.157643,0.968131,0.126230,0.213201,1.063483,0.106709,0.152925,1.155906,-0.036849,0.208007,0.924805,-0.102673,0.252497,0.657482,0.096428,0.279964,0.547279,0.214518,0.076261,0.902099,0.257676,0.010429,0.635060,0.253047,0.231738,0.554205
