Frame_ID,Person_ID,Subject,Activity,Trial,Hip_X,Hip_Y,Hip_Z,RHip_X,RHip_Y,RHip_Z,RKnee_X,RKnee_Y,RKnee_Z,RAnkle_X,RAnkle_Y,RAnkle_Z,LHip_X,LHip_Y,LHip_Z,LKnee_X,LKnee_Y,LKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,Spine_X,Spine_Y,Spine_Z,Thorax_X,Thorax_Y,Thorax_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,RElbow_X,RElbow_Y,RElbow_Z,RWrist_X,RWrist_Y,RWrist_Z
11,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.068434,-0.113742,0.821073,0.072165,-0.092918,0.397680,0.030737,-0.157848,0.032034,-0.062359,0.109042,0.817817,-0.119336,0.050419,0.397341,-0.263161,-0.101420,0.032282,-0.048438,-0.008664,1.068404,0.000544,-0.073515,1.302806,0.101136,-0.084857,1.374376,0.082876,-0.122231,1.469946,-0.067709,0.074021,1.325224,-0.059009,0.199888,1.073418,0.029762,0.229546,0.848413,0.000335,-0.209313,1.262537,-0.064227,-0.413052,1.138486,-0.147310,-0.459012,0.920740
12,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.072532,-0.106352,0.820441,0.080957,-0.054595,0.399312,0.026190,-0.116968,0.048882,-0.069731,0.102466,0.816479,-0.103960,0.088644,0.400347,-0.262822,-0.060075,0.032078,-0.046666,-0.002958,1.068544,-0.003076,-0.074218,1.304469,0.095655,-0.087872,1.374141,0.074295,-0.128989,1.468663,-0.074815,0.074354,1.323597,-0.079001,0.193222,1.073790,0.005358,0.232689,0.847402,0.005650,-0.204189,1.257454,-0.048449,-0.352210,1.044641,-0.048295,-0.404670,0.828186
13,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.073335,-0.106010,0.819820,0.066533,-0.068576,0.390313,0.002431,-0.138219,0.040760,-0.067487,0.102653,0.815756,-0.115644,0.068490,0.398671,-0.282006,-0.077613,0.036270,-0.047510,-0.001403,1.069046,-0.005489,-0.075246,1.305282,0.093005,-0.091886,1.378009,0.068687,-0.137257,1.473208,-0.080234,0.072593,1.327408,-0.089683,0.189550,1.073060,-0.013642,0.229784,0.856711,0.004740,-0.207796,1.259501,-0.052143,-0.300150,0.999392,-0.026518,-0.354781,0.771204
14,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.080336,-0.100913,0.822277,0.067523,-0.055268,0.386830,-0.004394,-0.137371,0.035469,-0.071423,0.096531,0.813469,-0.108690,0.073953,0.406190,-0.298197,-0.136200,0.086426,-0.041733,0.003932,1.071287,0.008215,-0.059859,1.311138,0.107679,-0.071668,1.383306,0.084504,-0.115784,1.484653,-0.075361,0.077835,1.329144,-0.100654,0.181387,1.077396,-0.022997,0.235207,0.863111,0.024274,-0.188889,1.261827,-0.024835,-0.289571,1.002424,0.012972,-0.320193,0.784226
15,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.084431,-0.098727,0.823239,0.062781,-0.052812,0.385672,-0.015264,-0.136220,0.043134,-0.076757,0.093964,0.810376,-0.086402,0.117751,0.406682,-0.291771,-0.195334,0.166373,-0.036997,0.005759,1.068940,0.015816,-0.053320,1.312510,0.113004,-0.068224,1.382958,0.091616,-0.110930,1.487646,-0.075572,0.081590,1.330218,-0.110408,0.172765,1.075805,-0.038276,0.227520,0.861665,0.036638,-0.184971,1.262284,-0.013702,-0.271697,1.008784,0.052623,-0.321060,0.800634
16,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.082175,-0.096910,0.822530,0.055812,-0.055545,0.385266,-0.025823,-0.124640,0.047824,-0.075769,0.095272,0.812351,-0.097171,0.112418,0.403600,-0.285323,-0.183371,0.194429,-0.034485,0.009222,1.068499,0.020255,-0.048279,1.312198,0.116668,-0.059106,1.381709,0.097647,-0.102421,1.486858,-0.072577,0.087155,1.328917,-0.114026,0.170727,1.076056,-0.038851,0.232682,0.862080,0.040449,-0.181265,1.262708,-0.001337,-0.273162,1.004834,0.066389,-0.324434,0.808168
17,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.078119,-0.095608,0.824255,0.046734,-0.055074,0.389815,-0.058195,-0.166614,0.036687,-0.076416,0.087413,0.812560,-0.140976,0.029968,0.394772,-0.345456,-0.242699,0.148911,-0.033484,0.011782,1.068187,0.021191,-0.046633,1.311923,0.117734,-0.056976,1.381831,0.095957,-0.102913,1.486901,-0.074434,0.087749,1.329535,-0.123302,0.170558,1.076965,-0.043772,0.231639,0.862603,0.042077,-0.179598,1.262534,-0.001667,-0.273472,1.007714,0.083310,-0.325467,0.811628
18,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.077946,-0.093694,0.822680,0.038522,-0.059600,0.387434,-0.060176,-0.168961,0.052498,-0.075259,0.086872,0.813136,-0.140910,0.021945,0.392101,-0.348895,-0.284264,0.199591,-0.032602,0.012351,1.068468,0.023001,-0.046426,1.313742,0.120173,-0.055410,1.383463,0.094482,-0.102895,1.488571,-0.074962,0.089556,1.330093,-0.129296,0.171268,1.079920,-0.051392,0.232071,0.864672,0.045273,-0.179341,1.263019,0.006920,-0.268656,1.004599,0.126176,-0.269594,0.816081
19,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.078032,-0.094299,0.822711,0.036866,-0.050121,0.390316,-0.058633,-0.136644,0.068246,-0.076982,0.085350,0.810304,-0.137508,0.027916,0.392163,-0.339475,-0.320628,0.238469,-0.031172,0.013065,1.067352,0.024941,-0.048604,1.311876,0.120735,-0.057364,1.381132,0.092367,-0.104541,1.486097,-0.073037,0.087703,1.327989,-0.129809,0.167046,1.078017,-0.046039,0.240049,0.864895,0.050111,-0.177260,1.263248,0.003688,-0.271466,1.003894,0.132153,-0.270680,0.821014
20,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.081490,-0.093187,0.821423,0.047125,-0.026537,0.390319,-0.076743,-0.162004,0.059650,-0.076244,0.088560,0.812446,-0.127193,0.054730,0.407277,-0.332154,-0.300877,0.242498,-0.030107,0.012756,1.067787,0.028694,-0.046926,1.312947,0.124651,-0.053988,1.382737,0.102127,-0.103042,1.486705,-0.070250,0.089157,1.330117,-0.131829,0.165613,1.078391,-0.049022,0.236592,0.867183,0.053832,-0.178686,1.261726,0.015916,-0.269271,1.001637,0.140769,-0.269577,0.811180
21,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.086185,-0.091521,0.819485,0.048196,-0.025115,0.384830,-0.077875,-0.169767,0.046381,-0.074610,0.093633,0.814650,-0.108242,0.087830,0.424197,-0.298853,-0.208058,0.203984,-0.027599,0.010475,1.068283,0.030878,-0.050963,1.311241,0.131331,-0.053843,1.380268,0.115685,-0.107074,1.481237,-0.067816,0.090490,1.329656,-0.132989,0.168391,1.078889,-0.050148,0.233701,0.863673,0.059152,-0.181086,1.260556,0.031219,-0.275602,1.000425,0.154668,-0.234204,0.813454
22,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.080592,-0.095825,0.818961,0.036475,-0.047460,0.378711,-0.080520,-0.167839,0.028888,-0.070588,0.094506,0.814235,-0.126824,0.062424,0.422716,-0.304448,-0.114323,0.096946,-0.027083,0.010995,1.069953,0.035284,-0.048606,1.311631,0.136727,-0.051167,1.379673,0.130881,-0.108209,1.475878,-0.065493,0.091362,1.329114,-0.134925,0.162500,1.078224,-0.051474,0.227740,0.860015,0.063366,-0.179078,1.259643,0.037604,-0.267535,1.000906,0.159394,-0.223698,0.810085
23,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.068570,-0.101753,0.820366,0.030505,-0.052389,0.380074,-0.077860,-0.156383,0.040200,-0.068020,0.097612,0.813914,-0.129457,0.051533,0.416030,-0.292165,-0.097584,0.062158,-0.026441,0.010254,1.069562,0.037906,-0.050587,1.309995,0.138557,-0.050599,1.377706,0.133594,-0.107670,1.472006,-0.064685,0.089550,1.330019,-0.136022,0.157726,1.078940,-0.051086,0.224252,0.861892,0.065982,-0.183791,1.256808,0.044007,-0.264519,0.999815,0.162453,-0.210068,0.806352
24,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.065006,-0.104632,0.820610,0.025885,-0.064235,0.382271,-0.071722,-0.144453,0.045915,-0.066642,0.098596,0.814802,-0.129776,0.057281,0.415563,-0.288899,-0.085392,0.056513,-0.023621,0.008675,1.069284,0.044887,-0.050356,1.309675,0.142370,-0.051261,1.374872,0.125277,-0.105543,1.472579,-0.059595,0.086583,1.331346,-0.134485,0.155592,1.082465,-0.051150,0.220516,0.864436,0.074099,-0.185653,1.254942,0.054183,-0.266621,0.997626,0.158251,-0.231083,0.798404
25,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.062912,-0.106423,0.819282,0.020582,-0.074597,0.384606,-0.069389,-0.136608,0.039892,-0.065923,0.100208,0.815864,-0.138221,0.053040,0.415897,-0.293093,-0.096000,0.048472,-0.020601,0.008116,1.068538,0.049313,-0.052043,1.309390,0.143697,-0.051961,1.373891,0.119368,-0.103617,1.472806,-0.055048,0.084216,1.330886,-0.130776,0.156087,1.085375,-0.050152,0.223024,0.865266,0.078928,-0.186623,1.252312,0.056002,-0.269181,0.995401,0.146358,-0.251270,0.789417
26,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.059962,-0.110436,0.818594,0.018135,-0.088815,0.386993,-0.083882,-0.174533,0.027115,-0.062757,0.103150,0.815952,-0.143396,0.046969,0.413782,-0.309272,-0.116492,0.040047,-0.016735,0.010509,1.069153,0.056267,-0.049320,1.308522,0.150702,-0.047748,1.373509,0.126315,-0.094135,1.473894,-0.047248,0.085197,1.330689,-0.125803,0.158394,1.087625,-0.046771,0.228973,0.866184,0.082599,-0.187909,1.251355,0.056988,-0.274202,0.994501,0.141892,-0.263137,0.782941
27,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.060313,-0.110218,0.817315,0.017997,-0.089381,0.386859,-0.084011,-0.168875,0.028764,-0.064019,0.103787,0.817413,-0.140503,0.052292,0.413175,-0.311210,-0.110304,0.040012,-0.015132,0.009785,1.068935,0.060891,-0.050382,1.307483,0.154843,-0.048944,1.371725,0.133560,-0.097659,1.471489,-0.042551,0.082485,1.330950,-0.122876,0.156667,1.087765,-0.045563,0.229933,0.866326,0.085468,-0.189453,1.249197,0.057608,-0.274851,0.993182,0.137515,-0.265936,0.781641
28,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.060451,-0.113376,0.817648,0.013665,-0.094839,0.386156,-0.085232,-0.168432,0.022839,-0.065021,0.103906,0.817482,-0.143215,0.051542,0.409984,-0.309538,-0.101198,0.033155,-0.012413,0.008333,1.069586,0.065421,-0.052379,1.307177,0.160578,-0.052106,1.371331,0.147157,-0.102748,1.470644,-0.038881,0.079542,1.331806,-0.119459,0.156276,1.089182,-0.043177,0.231675,0.868765,0.091032,-0.192125,1.247216,0.060242,-0.279449,0.990967,0.133736,-0.273104,0.777319
29,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.063011,-0.113112,0.817402,0.010853,-0.096142,0.385683,-0.088572,-0.168329,0.014983,-0.065545,0.104289,0.817833,-0.145278,0.052804,0.410350,-0.308472,-0.099888,0.028642,-0.010407,0.008975,1.069253,0.071060,-0.052038,1.306949,0.167535,-0.052193,1.368966,0.165768,-0.104061,1.464726,-0.033452,0.076979,1.333062,-0.116281,0.154084,1.091299,-0.043656,0.233007,0.870985,0.096056,-0.192220,1.244758,0.060558,-0.280376,0.989007,0.130730,-0.272884,0.773890
30,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.064649,-0.110077,0.815954,0.015021,-0.089660,0.385604,-0.081656,-0.146557,0.018567,-0.067271,0.102879,0.818130,-0.140982,0.058418,0.411353,-0.298795,-0.088300,0.026860,-0.009807,0.004948,1.068850,0.075755,-0.058078,1.304644,0.171015,-0.058479,1.365417,0.176340,-0.113176,1.457707,-0.029576,0.068486,1.333259,-0.115290,0.149422,1.093805,-0.042803,0.233943,0.876356,0.102211,-0.196398,1.240995,0.060540,-0.287514,0.989154,0.127491,-0.275903,0.770739
31,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.066028,-0.110050,0.814750,0.015158,-0.089827,0.383964,-0.074629,-0.128771,0.020635,-0.068718,0.102436,0.817688,-0.143312,0.058629,0.412253,-0.298003,-0.081961,0.030756,-0.007718,0.003009,1.068118,0.081991,-0.062728,1.303433,0.176222,-0.062786,1.362245,0.183809,-0.121930,1.450871,-0.024013,0.062686,1.334040,-0.110241,0.145636,1.094501,-0.040057,0.231413,0.878824,0.108207,-0.199559,1.236209,0.065771,-0.286561,0.984425,0.132460,-0.268393,0.767595
32,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.065391,-0.112464,0.814748,0.014562,-0.091093,0.384903,-0.088154,-0.159121,0.017075,-0.068774,0.101637,0.816016,-0.143477,0.062364,0.411265,-0.306553,-0.085682,0.024305,-0.006684,0.000722,1.067168,0.087581,-0.068064,1.301422,0.179453,-0.067458,1.360049,0.185208,-0.123709,1.450117,-0.019134,0.057447,1.333534,-0.107172,0.141720,1.095317,-0.038561,0.230027,0.878985,0.113022,-0.203604,1.232224,0.068551,-0.286340,0.979534,0.134064,-0.259964,0.764664
33,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.066816,-0.114889,0.814347,0.018698,-0.090213,0.383136,-0.078537,-0.140945,0.023436,-0.066783,0.102780,0.816413,-0.138964,0.067776,0.408927,-0.304982,-0.091031,0.021098,-0.004901,0.000129,1.065885,0.096084,-0.068176,1.300017,0.186449,-0.070846,1.354302,0.187305,-0.120963,1.447342,-0.011560,0.055942,1.331211,-0.102832,0.140414,1.094322,-0.037375,0.226925,0.875871,0.121199,-0.205425,1.229677,0.074844,-0.284691,0.975689,0.139031,-0.255446,0.762083
34,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.071736,-0.116330,0.812814,0.031362,-0.072952,0.384033,-0.077015,-0.143333,0.024398,-0.068725,0.101221,0.817742,-0.132745,0.072198,0.403659,-0.299002,-0.085595,0.019382,-0.002168,-0.003242,1.065243,0.105036,-0.074818,1.297493,0.193859,-0.082864,1.347728,0.182900,-0.130214,1.444298,-0.000628,0.049227,1.329285,-0.094299,0.141172,1.093268,-0.030664,0.225500,0.874295,0.130837,-0.212258,1.225430,0.085833,-0.283873,0.969226,0.150665,-0.251937,0.757386
35,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.073688,-0.116266,0.813425,0.041832,-0.062524,0.383010,-0.081390,-0.156790,0.015812,-0.071564,0.102166,0.818176,-0.127658,0.078008,0.401019,-0.294965,-0.077369,0.016306,0.002038,-0.004471,1.065318,0.116561,-0.077233,1.294748,0.206276,-0.090651,1.342728,0.190708,-0.136152,1.439770,0.012672,0.046195,1.327512,-0.085480,0.143961,1.091936,-0.021852,0.227583,0.872582,0.143579,-0.216748,1.219790,0.098694,-0.282150,0.962069,0.162583,-0.243756,0.751533
36,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.075314,-0.114684,0.812176,0.050505,-0.057988,0.382396,-0.065392,-0.126696,0.022828,-0.076770,0.097350,0.819493,-0.124814,0.082588,0.400751,-0.282630,-0.068436,0.010579,0.005345,-0.007339,1.065727,0.124275,-0.081639,1.291912,0.214780,-0.099372,1.337496,0.198004,-0.140383,1.435331,0.019456,0.041540,1.325633,-0.080303,0.144949,1.092167,-0.014226,0.230927,0.874194,0.152559,-0.220219,1.214538,0.107477,-0.283156,0.956220,0.168840,-0.244545,0.746015
37,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.077078,-0.112440,0.811442,0.052848,-0.058478,0.380429,-0.071511,-0.135518,0.020513,-0.079389,0.095757,0.820849,-0.130372,0.077938,0.399130,-0.283337,-0.073458,0.012216,0.008351,-0.007337,1.065504,0.131899,-0.082345,1.288195,0.223719,-0.101284,1.331692,0.208257,-0.137896,1.430947,0.026197,0.040586,1.322539,-0.075260,0.146787,1.093502,-0.007868,0.233412,0.875609,0.159736,-0.221437,1.209574,0.115360,-0.283827,0.953619,0.173420,-0.247604,0.740379
38,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.079378,-0.110612,0.811377,0.058619,-0.049212,0.384053,-0.076621,-0.143426,0.023146,-0.078059,0.098364,0.821539,-0.136071,0.076636,0.401256,-0.288601,-0.072354,0.016852,0.012388,-0.006545,1.066071,0.139085,-0.082051,1.286170,0.231823,-0.102507,1.329056,0.214925,-0.138796,1.428756,0.032328,0.039979,1.321394,-0.073432,0.147845,1.095230,-0.003141,0.236012,0.877466,0.165972,-0.221263,1.207041,0.122552,-0.284581,0.951902,0.178169,-0.249519,0.736262
39,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.080379,-0.108119,0.810830,0.075682,-0.017423,0.389773,-0.081095,-0.132313,0.030670,-0.080441,0.095432,0.820956,-0.139607,0.078228,0.405548,-0.290030,-0.076506,0.020762,0.014377,-0.007784,1.065626,0.144119,-0.082701,1.285343,0.237178,-0.106194,1.327185,0.217610,-0.150541,1.424599,0.035254,0.037584,1.321471,-0.071774,0.147356,1.098535,-0.002426,0.233591,0.882504,0.169736,-0.224945,1.205215,0.127097,-0.285551,0.951615,0.180165,-0.258478,0.731018
40,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.081056,-0.106532,0.811568,0.076870,-0.015375,0.390916,-0.084551,-0.138304,0.037434,-0.079547,0.097931,0.821870,-0.145971,0.079701,0.405474,-0.297409,-0.087041,0.031873,0.018098,-0.007123,1.065252,0.151921,-0.083882,1.284011,0.244048,-0.106702,1.324979,0.221493,-0.160234,1.418586,0.041621,0.036083,1.320583,-0.070105,0.146888,1.101176,-0.002672,0.229665,0.889688,0.175051,-0.228041,1.203770,0.133344,-0.283327,0.950750,0.186632,-0.257640,0.727805
41,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.080601,-0.106695,0.812834,0.070097,-0.023668,0.387875,-0.087188,-0.146688,0.031232,-0.076907,0.102385,0.822052,-0.151870,0.079219,0.403153,-0.308606,-0.098753,0.040842,0.022933,-0.005812,1.065545,0.161084,-0.084018,1.279931,0.253115,-0.102075,1.319213,0.229953,-0.161701,1.411198,0.049954,0.036021,1.318421,-0.066500,0.147685,1.104342,-0.001480,0.226835,0.894333,0.181859,-0.228220,1.200439,0.140928,-0.281545,0.951853,0.194859,-0.249676,0.725863
42,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.087304,-0.100728,0.814296,0.074947,-0.017260,0.389200,-0.080456,-0.129070,0.030361,-0.085879,0.093153,0.822046,-0.145801,0.093569,0.408203,-0.339326,-0.147334,0.096875,0.027913,-0.005888,1.064601,0.169653,-0.084847,1.277472,0.262777,-0.106849,1.315718,0.237343,-0.171789,1.407690,0.055520,0.030165,1.317446,-0.065451,0.145036,1.109066,-0.001192,0.221715,0.896300,0.187185,-0.228979,1.196251,0.152968,-0.280627,0.946256,0.210806,-0.239065,0.724535
43,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.092301,-0.096687,0.815645,0.089797,0.005934,0.396123,-0.077338,-0.125688,0.041756,-0.091433,0.088119,0.821328,-0.137330,0.106881,0.406255,-0.350000,-0.218725,0.199633,0.029650,-0.009007,1.062736,0.174183,-0.088985,1.273739,0.267449,-0.112070,1.310717,0.241973,-0.179700,1.401891,0.057954,0.021932,1.315301,-0.061193,0.145471,1.111209,-0.000464,0.218278,0.898531,0.190707,-0.230838,1.194064,0.159213,-0.284290,0.943735,0.217630,-0.234771,0.722565
44,1,Subject_02,Fall,T01,0.000000,0.000000,0.818919,0.090538,-0.097786,0.815871,0.084832,-0.001382,0.399922,-0.064721,-0.116980,0.054235,-0.094867,0.089521,0.820376,-0.122687,0.138101,0.415797,-0.323338,-0.222539,0.234898,0.030016,-0.011160,1.062585,0.178707,-0.089756,1.269362,0.273222,-0.109926,1.304971,0.251195,-0.180650,1.396533,0.062704,0.019858,1.313249,-0.055677,0.144460,1.110470,0.002872,0.214030,0.899684,0.194158,-0.229029,1.188691,0.162846,-0.287583,0.943860,0.218194,-0.234338,0.718774
45,1,Subject_02,Fall,T01,-0.000016,0.000006,0.818917,0.096157,-0.094258,0.811828,0.097123,0.019039,0.393697,-0.073826,-0.126005,0.034697,-0.097497,0.087137,0.826414,-0.102466,0.182795,0.425250,-0.294114,-0.155417,0.213596,0.034692,-0.011332,1.062666,0.189731,-0.090866,1.262902,0.286391,-0.110934,1.295284,0.270166,-0.184707,1.387595,0.070116,0.015746,1.310421,-0.050240,0.142691,1.108421,0.007290,0.208653,0.898879,0.201882,-0.229240,1.180593,0.175322,-0.284048,0.940166,0.241462,-0.210671,0.716367
